Sequence,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_4783,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
ASV_4784,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,Paraprevotella xylaniphila
ASV_4785,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae NK4A136 group ,NA
ASV_4786,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,Clostridium scindens
ASV_4787,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4788,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_4789,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Eubacterium coprostanoligenes group,Eubacterium coprostanoligenes group ,gut metagenome
ASV_4790,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,Anaerotignum lactatifermentans
ASV_4791,Bacteria,Firmicutes,Clostridia,Christensenellales  ,Christensenellaceae  ,Christensenellaceae R-7 group ,gut metagenome
ASV_4792,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,Eubacterium ramulus
ASV_4793,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales  ,Victivallaceae  ,Victivallis   ,uncultured bacterium
ASV_4794,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Ruminococcus   ,Ruminococcus bicirculans
ASV_4795,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,NA
ASV_4796,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium eligens group ,uncultured organism
ASV_4797,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides plebeius
ASV_4798,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospira   ,gut metagenome
ASV_4799,Bacteria,Firmicutes,Bacilli,Bacillales  ,Bacillaceae  ,Bacillus   ,NA
ASV_4800,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales  ,Bifidobacteriaceae  ,Bifidobacterium   ,NA
ASV_4801,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Ruminococcus torques group ,Ruminococcus faecis
ASV_4802,Bacteria,Firmicutes,Bacilli,Lactobacillales  ,Lactobacillaceae  ,Limosilactobacillus   ,Lactobacillus fermentum
ASV_4803,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes finegoldii
ASV_4804,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Subdoligranulum   ,metagenome 
ASV_4805,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales  ,Pasteurellaceae  ,Haemophilus   ,uncultured bacterium
ASV_4806,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,NA,NA
ASV_4807,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium eligens group ,uncultured organism
ASV_4808,Bacteria,Firmicutes,Clostridia,Clostridiales  ,Clostridiaceae  ,Clostridium sensu stricto 1,uncultured Firmicutes
ASV_4809,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Dialister   ,Dialister sp.
ASV_4810,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,metagenome 
ASV_4811,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_4812,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_4813,Bacteria,Firmicutes,Clostridia,Clostridiales  ,Clostridiaceae  ,Clostridium sensu stricto 1,uncultured Firmicutes
ASV_4814,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,Sutterellaceae bacterium
ASV_4815,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae NK4A136 group ,gut metagenome
ASV_4816,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,uncultured organism
ASV_4817,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Frisingicoccus   ,NA
ASV_4818,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_4819,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV_4820,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Oscillibacter   ,uncultured organism
ASV_4821,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Sellimonas   ,uncultured bacterium
ASV_4822,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Clostridia vadinBB60 group,Clostridia vadinBB60 group ,uncultured bacterium
ASV_4823,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes finegoldii
ASV_4824,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales  ,Enterobacteriaceae  ,Escherichia-Shigella   ,Shigella flexneri
ASV_4825,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,unidentified 
ASV_4826,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,uncultured bacterium
ASV_4827,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales  ,Gastranaerophilales  ,Gastranaerophilales   ,Candidatus Gastranaerophilales
ASV_4828,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,Blautia sp.
ASV_4829,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_4830,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides plebeius
ASV_4831,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Barnesiellaceae  ,Barnesiella   ,uncultured organism
ASV_4832,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Barnesiellaceae  ,Barnesiella   ,uncultured organism
ASV_4833,Bacteria,Firmicutes,Clostridia,Christensenellales  ,Christensenellaceae  ,Christensenellaceae R-7 group ,Clostridiales bacterium
ASV_4834,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4835,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Anaerovoracaceae  ,Family XIII UCG-001 ,uncultured bacterium
ASV_4836,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_4837,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_4838,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,uncultured Blautia
ASV_4839,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_4840,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,human gut
ASV_4841,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Roseburia   ,NA
ASV_4842,Bacteria,Firmicutes,Clostridia,Christensenellales  ,Christensenellaceae  ,Christensenellaceae R-7 group ,uncultured prokaryote
ASV_4843,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-005   ,uncultured prokaryote
ASV_4844,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Anaerostipes   ,metagenome 
ASV_4845,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae ND3007 group ,metagenome 
ASV_4846,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,uncultured   ,gut metagenome
ASV_4847,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,uncultured   ,uncultured organism
ASV_4848,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4849,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Veillonella   ,uncultured organism
ASV_4850,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,Blautia sp.
ASV_4851,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,Eubacterium ramulus
ASV_4852,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Frisingicoccus   ,uncultured organism
ASV_4853,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes inops
ASV_4854,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Megasphaera   ,NA
ASV_4855,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,unidentified 
ASV_4856,Bacteria,Firmicutes,Clostridia,Christensenellales  ,Christensenellaceae  ,Christensenellaceae R-7 group ,Clostridiales bacterium
ASV_4857,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,NA,NA
ASV_4858,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,uncultured organism
ASV_4859,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4860,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,Anaerotignum lactatifermentans
ASV_4861,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4862,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospira   ,NA
ASV_4863,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,metagenome 
ASV_4864,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Megasphaera   ,uncultured organism
ASV_4865,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Coprococcus   ,metagenome 
ASV_4866,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales  ,Akkermansiaceae  ,Akkermansia   ,uncultured bacterium
ASV_4867,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,NA
ASV_4868,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Roseburia   ,uncultured Roseburia
ASV_4869,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,NA
ASV_4870,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Blautia   ,NA
ASV_4871,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,gut metagenome
ASV_4872,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,uncultured   ,human gut
ASV_4873,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,UCG-010  ,UCG-010   ,NA
ASV_4874,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Faecalibacterium   ,NA
ASV_4875,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospira   ,NA
ASV_4876,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides uniformis
ASV_4877,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes indistinctus
ASV_4878,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides cellulosilyticus
ASV_4879,Bacteria,Firmicutes,Clostridia,Monoglobales  ,Monoglobaceae  ,Monoglobus   ,Monoglobus pectinilyticus
ASV_4880,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides thetaiotaomicron
ASV_4881,Bacteria,Firmicutes,Clostridia,Monoglobales  ,Monoglobaceae  ,Monoglobus   ,uncultured Clostridiales
ASV_4882,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,metagenome 
ASV_4883,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4884,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Sellimonas   ,uncultured bacterium
ASV_4885,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4886,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Dialister   ,Dialister sp.
ASV_4887,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Ruminococcus torques group ,Ruminococcus lactaris
ASV_4888,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,Eubacterium ramulus
ASV_4889,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,unidentified 
ASV_4890,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-001  ,metagenome 
ASV_4891,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae FCS020 group ,uncultured organism
ASV_4892,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium ventriosum group ,uncultured Lachnospiraceae
ASV_4893,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales  ,Gastranaerophilales  ,Gastranaerophilales   ,Acinetobacter sp.
ASV_4894,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV_4895,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,UC5-1-2E3   ,Clostridia bacterium
ASV_4896,Bacteria,Firmicutes,Negativicutes,Acidaminococcales  ,Acidaminococcaceae  ,Acidaminococcus   ,uncultured organism
ASV_4897,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Dysgonomonadaceae  ,Dysgonomonas   ,Dysgonomonas capnocytophagoides
ASV_4898,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-005   ,gut metagenome
ASV_4899,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Barnesiellaceae  ,Barnesiella   ,uncultured organism
ASV_4900,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-004  ,uncultured organism
ASV_4901,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,NA,NA
ASV_4902,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Eubacterium coprostanoligenes group,Eubacterium coprostanoligenes group ,metagenome 
ASV_4903,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Bacteroides sp.
ASV_4904,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,CAG-56   ,uncultured bacterium
ASV_4905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales  ,uncultured  ,uncultured   ,gut metagenome
ASV_4906,Bacteria,Firmicutes,Clostridia,Peptococcales  ,Peptococcaceae  ,uncultured   ,unidentified 
ASV_4907,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,human gut
ASV_4908,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides intestinalis
ASV_4909,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,uncultured   ,uncultured bacterium
ASV_4910,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4911,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,uncultured bacterium
ASV_4912,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes sp.
ASV_4913,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_4914,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,metagenome 
ASV_4915,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides cellulosilyticus
ASV_4916,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4917,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,uncultured organism
ASV_4918,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,uncultured organism
ASV_4919,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Eubacterium coprostanoligenes group,Eubacterium coprostanoligenes group ,human gut
ASV_4920,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Incertae Sedis  ,Clostridium leptum
ASV_4921,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales  ,Veillonellaceae  ,Megasphaera   ,uncultured organism
ASV_4922,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,Alistipes sp.
ASV_4923,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelatoclostridiaceae  ,Erysipelatoclostridium   ,Erysipelatoclostridium ramosum
ASV_4924,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Incertae Sedis  ,Clostridium sp.
ASV_4925,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,Paraprevotella xylaniphila
ASV_4926,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Eubacterium coprostanoligenes group,Eubacterium coprostanoligenes group ,Eubacterium coprostanoligenes
ASV_4927,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Ruminococcus torques group ,Ruminococcus faecis
ASV_4928,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Incertae Sedis  ,Carnobacterium sp.
ASV_4929,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides fragilis
ASV_4930,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,CAG-352   ,uncultured bacterium
ASV_4931,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_4932,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4933,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales  ,Anaerovoracaceae  ,Family XIII UCG-001 ,uncultured bacterium
ASV_4934,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4935,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Eubacterium coprostanoligenes group,Eubacterium coprostanoligenes group ,gut metagenome
ASV_4936,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides coprocola
ASV_4937,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Butyricicoccaceae  ,Butyricicoccus   ,uncultured organism
ASV_4938,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Paraprevotella   ,Paraprevotella clara
ASV_4939,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,unidentified 
ASV_4940,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4941,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4942,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,uncultured   ,Pseudoflavonifractor sp.
ASV_4943,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,Anaerotignum lactatifermentans
ASV_4944,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides massiliensis
ASV_4945,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Agathobacter   ,uncultured bacterium
ASV_4946,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Tannerellaceae  ,Parabacteroides   ,Parabacteroides distasonis
ASV_4947,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides plebeius
ASV_4948,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Marinifilaceae  ,Butyricimonas   ,uncultured organism
ASV_4949,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella 9  ,uncultured organism
ASV_4950,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,uncultured   ,NA
ASV_4951,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnoclostridium   ,bacterium NLAE-zl-G121
ASV_4952,Bacteria,Firmicutes,Bacilli,Lactobacillales  ,Enterococcaceae  ,Enterococcus   ,Enterococcus durans
ASV_4953,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Prevotellaceae  ,Prevotella   ,gut metagenome
ASV_4954,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Tyzzerella   ,unidentified 
ASV_4955,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Rikenellaceae  ,Alistipes   ,NA
ASV_4956,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium eligens group ,uncultured organism
ASV_4957,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,Oscillibacter   ,uncultured organism
ASV_4958,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-004  ,uncultured organism
ASV_4959,Bacteria,Firmicutes,Bacilli,Erysipelotrichales  ,Erysipelatoclostridiaceae  ,Erysipelotrichaceae UCG-003  ,uncultured bacterium
ASV_4960,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-005   ,uncultured prokaryote
ASV_4961,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Dorea   ,uncultured Dorea
ASV_4962,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides vulgatus
ASV_4963,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Bacteroidaceae  ,Bacteroides   ,Bacteroides ovatus
ASV_4964,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Lachnospiraceae UCG-008  ,uncultured organism
ASV_4965,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Ruminococcaceae  ,Subdoligranulum   ,uncultured organism
ASV_4966,Bacteria,Firmicutes,Clostridia,Oscillospirales  ,Oscillospiraceae  ,UCG-003   ,uncultured bacterium
ASV_4967,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Parasutterella   ,uncultured organism
ASV_4968,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales  ,Sutterellaceae  ,Sutterella   ,gut metagenome
ASV_4969,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales  ,Marinifilaceae  ,Butyricimonas   ,uncultured bacterium
ASV_4970,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium hallii group ,uncultured organism
ASV_4971,Bacteria,Firmicutes,Clostridia,Lachnospirales  ,Lachnospiraceae  ,Eubacterium hallii group ,uncultured organism
